Pid      Process              Base       InLoad InInit InMem MappedPath
    1100 svchost.exe          0x74970000 True   True   True  \Windows\System32\dnsapi.dll
    1100 svchost.exe          0x76ba0000 True   True   True  \Windows\System32\setupapi.dll
    1100 svchost.exe          0x73000000 True   True   True  \Windows\System32\FWPUCLNT.DLL
    1100 svchost.exe          0x75120000 True   True   True  \Windows\System32\devobj.dll
    1100 svchost.exe          0x74620000 True   True   True  \Windows\System32\winnsi.dll
    1100 svchost.exe          0x76460000 True   True   True  \Windows\System32\nsi.dll
    1100 svchost.exe          0x74af0000 True   True   True  \Windows\System32\cryptsp.dll
    1100 svchost.exe          0x66710000 True   True   True  \Windows\System32\netdiagfx.dll
    1100 svchost.exe          0x74f50000 True   True   True  \Windows\System32\sspicli.dll
    1100 svchost.exe          0x70900000 True   True   True  \Windows\System32\rasadhlp.dll
    1100 svchost.exe          0x74790000 True   True   True  \Windows\System32\credssp.dll
    1100 svchost.exe          0x76da0000 True   True   True  \Windows\System32\imm32.dll
    1100 svchost.exe          0x74fd0000 True   True   True  \Windows\System32\sxs.dll
    1100 svchost.exe          0x705e0000 True   True   True  \Windows\System32\sfc.dll
    1100 svchost.exe          0x75200000 True   True   True  \Windows\System32\crypt32.dll
    1100 svchost.exe          0x70d30000 True   True   True  \Windows\System32\netprofm.dll
    1100 svchost.exe          0x74550000 True   True   True  \Windows\System32\dhcpcsvc.dll
    1100 svchost.exe          0x74890000 True   True   True  \Windows\System32\rsaenh.dll
    1100 svchost.exe          0x74630000 True   True   True  \Windows\System32\IPHLPAPI.DLL
    1100 svchost.exe          0x705d0000 True   True   True  \Windows\System32\sfc_os.dll
    1100 svchost.exe          0x73300000 True   True   True  \Windows\System32\dsrole.dll
    1100 svchost.exe          0x73f20000 True   True   True  \Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2\comctl32.dll
    1100 svchost.exe          0x751d0000 True   True   True  \Windows\System32\cfgmgr32.dll
    1100 svchost.exe          0x72fc0000 True   True   True  \Windows\System32\sppuinotify.dll
    1100 svchost.exe          0x76630000 True   True   True  \Windows\System32\ws2_32.dll
    1100 svchost.exe          0x6cc40000 True   True   True  \Windows\System32\sppcext.dll
    1100 svchost.exe          0x706b0000 True   True   True  \Windows\System32\perftrack.dll
    1100 svchost.exe          0x708e0000 True   True   True  \Windows\System32\wdi.dll
    1100 svchost.exe          0x746b0000 True   True   True  \Windows\System32\gpapi.dll
    1100 svchost.exe          0x74f70000 True   True   True  \Windows\System32\apphelp.dll
    1100 svchost.exe          0x70580000 True   True   True  \Windows\System32\pnrpnsp.dll
    1100 svchost.exe          0x76dc0000 True   True   True  \Windows\System32\ole32.dll
    1100 svchost.exe          0x74a50000 True   True   True  \Windows\System32\msv1_0.dll
    1100 svchost.exe          0x6f4a0000 True   True   True  \Windows\System32\WinSCard.dll
    1100 svchost.exe          0x6f450000 True   True   True  \Windows\System32\sppcomapi.dll
    1100 svchost.exe          0x75070000 True   True   True  \Windows\System32\profapi.dll
    1100 svchost.exe          0x74c90000 True   True   True  \Windows\System32\wevtapi.dll
    1100 svchost.exe          0x6f4d0000 True   True   True  \Windows\System32\sppc.dll
    1100 svchost.exe          0x76340000 True   True   True  \Windows\System32\sechost.dll
    1100 svchost.exe          0x730f0000 True   True   True  \Windows\System32\nsisvc.dll
    1100 svchost.exe          0x74aa0000 True   True   True  \Windows\System32\wship6.dll
    1100 svchost.exe          0x75320000 True   True   True  \Windows\System32\KernelBase.dll
    1100 svchost.exe          0x76550000 True   True   True  \Windows\System32\shlwapi.dll
    1100 svchost.exe          0x74fc0000 True   True   True  \Windows\System32\cryptbase.dll
    1100 svchost.exe          0x015d0000 False  False  False \Windows\System32\en-US\KernelBase.dll.mui
    1100 svchost.exe          0x76360000 True   True   True  \Windows\System32\wininet.dll
    1100 svchost.exe          0x76a30000 True   True   True  \Windows\System32\usp10.dll
    1100 svchost.exe          0x74650000 True   True   True  \Windows\System32\version.dll
    1100 svchost.exe          0x734a0000 True   True   True  \Windows\System32\nlaapi.dll
    1100 svchost.exe          0x74ab0000 True   True   True  \Windows\System32\mswsock.dll
    1100 svchost.exe          0x740c0000 True   True   True  \Windows\System32\cryptui.dll
    1100 svchost.exe          0x746d0000 True   True   True  \Windows\System32\userenv.dll
    1100 svchost.exe          0x74ce0000 True   True   True  \Windows\System32\cryptdll.dll
    1100 svchost.exe          0x732f0000 True   True   True  \Windows\System32\slc.dll
    1100 svchost.exe          0x74900000 True   True   True  \Windows\System32\schannel.dll
    1100 svchost.exe          0x76140000 True   True   True  \Windows\System32\iertutil.dll
    1100 svchost.exe          0x76750000 True   True   True  \Windows\System32\urlmon.dll
    1100 svchost.exe          0x75370000 True   True   True  \Windows\System32\msctf.dll
    1100 svchost.exe          0x705a0000 True   True   True  \Windows\System32\NapiNSP.dll
    1100 svchost.exe          0x6ca00000 True   True   True  \Windows\System32\msi.dll
    1100 svchost.exe          0x70570000 True   True   True  \Windows\System32\winrnr.dll
    1100 svchost.exe          0x73620000 True   True   True  \Windows\System32\rtutils.dll
    1100 svchost.exe          0x76470000 True   True   True  \Windows\System32\kernel32.dll
    1100 svchost.exe          0x72090000 True   True   True  \Windows\System32\rasman.dll
    1100 svchost.exe          0x770c0000 True   True   True  \Windows\System32\oleaut32.dll
    1100 svchost.exe          0x754f0000 True   True   True  \Windows\System32\shell32.dll
    1236 svchost.exe          0x00510000 True   False  True  \Windows\System32\svchost.exe
    1236 svchost.exe          0x009d0000 False  False  False \Windows\System32\en-US\dnsapi.dll.mui
    1236 svchost.exe          0x71340000 True   True   True  \Windows\System32\webio.dll
    1236 svchost.exe          0x01330000 False  False  False \Windows\System32\msxml3r.dll
    1236 svchost.exe          0x73760000 True   True   True  \Windows\System32\wkscli.dll
    1236 svchost.exe          0x747d0000 True   True   True  \Windows\System32\bcryptprimitives.dll
    1236 svchost.exe          0x74970000 True   True   True  \Windows\System32\dnsapi.dll
    1236 svchost.exe          0x76890000 True   True   True  \Windows\System32\psapi.dll
    1236 svchost.exe          0x76630000 True   True   True  \Windows\System32\ws2_32.dll
    1236 svchost.exe          0x731b0000 True   True   True  \Windows\System32\es.dll
    1236 svchost.exe          0x74fc0000 True   True   True  \Windows\System32\cryptbase.dll
    1236 svchost.exe          0x76a30000 True   True   True  \Windows\System32\usp10.dll
    1236 svchost.exe          0x715d0000 True   True   True  \Windows\System32\vssapi.dll
    1236 svchost.exe          0x72fe0000 True   True   True  \Windows\System32\dhcpcsvc6.dll
    1236 svchost.exe          0x75370000 True   True   True  \Windows\System32\msctf.dll
    1236 svchost.exe          0x71390000 True   True   True  \Windows\System32\winhttp.dll
    1236 svchost.exe          0x73000000 True   True   True  \Windows\System32\FWPUCLNT.DLL
    1236 svchost.exe          0x769a0000 True   True   True  \Windows\System32\clbcatq.dll
    1236 svchost.exe          0x73040000 True   True   True  \Windows\System32\dnsrslvr.dll
    1236 svchost.exe          0x74c20000 True   True   True  \Windows\System32\ncrypt.dll
    1236 svchost.exe          0x74630000 True   True   True  \Windows\System32\IPHLPAPI.DLL
    1236 svchost.exe          0x75440000 True   True   True  \Windows\System32\msvcrt.dll
    1236 svchost.exe          0x75060000 True   True   True  \Windows\System32\RpcRtRemote.dll
    1236 svchost.exe          0x73770000 True   True   True  \Windows\System32\netutils.dll
    1236 svchost.exe          0x76460000 True   True   True  \Windows\System32\nsi.dll
    1236 svchost.exe          0x74f50000 True   True   True  \Windows\System32\sspicli.dll
    1236 svchost.exe          0x74bc0000 True   True   True  \Windows\System32\netjoin.dll
    1236 svchost.exe          0x74fd0000 True   True   True  \Windows\System32\sxs.dll
    1236 svchost.exe          0x746b0000 True   True   True  \Windows\System32\gpapi.dll
    1236 svchost.exe          0x714c0000 True   True   True  \Windows\System32\ncsi.dll
    1236 svchost.exe          0x746d0000 True   True   True  \Windows\System32\userenv.dll
    1236 svchost.exe          0x704e0000 True   True   True  \Windows\System32\cabinet.dll
    1236 svchost.exe          0x76670000 True   True   True  \Windows\System32\rpcrt4.dll
    1236 svchost.exe          0x74af0000 True   True   True  \Windows\System32\cryptsp.dll
    1236 svchost.exe          0x70900000 True   True   True  \Windows\System32\rasadhlp.dll
    1236 svchost.exe          0x77060000 True   True   True  \Windows\System32\lpk.dll
    1236 svchost.exe          0x751d0000 True   True   True  \Windows\System32\cfgmgr32.dll
    1236 svchost.exe          0x74790000 True   True   True  \Windows\System32\credssp.dll
    1236 svchost.exe          0x74f30000 True   True   True  \Windows\System32\secur32.dll
    1236 svchost.exe          0x74540000 True   True   True  \Windows\System32\WSHTCPIP.DLL
    1236 svchost.exe          0x74ab0000 True   True   True  \Windows\System32\mswsock.dll
    1236 svchost.exe          0x73750000 True   True   True  \Windows\System32\samcli.dll
    1236 svchost.exe          0x71770000 True   True   True  \Windows\System32\wkssvc.dll
    1236 svchost.exe          0x768f0000 True   True   True  \Windows\System32\advapi32.dll
    1236 svchost.exe          0x70790000 True   True   True  \Windows\System32\vss_ps.dll
    1236 svchost.exe          0x76dc0000 True   True   True  \Windows\System32\ole32.dll
    1236 svchost.exe          0x76550000 True   True   True  \Windows\System32\shlwapi.dll
    1236 svchost.exe          0x715c0000 True   True   True  \Windows\System32\vsstrace.dll
    1236 svchost.exe          0x733d0000 True   True   True  \Windows\System32\atl.dll
    1236 svchost.exe          0x711e0000 True   True   True  \Windows\System32\ssdpapi.dll
    1236 svchost.exe          0x74c00000 True   True   True  \Windows\System32\bcrypt.dll
    1236 svchost.exe          0x72ff0000 True   True   True  \Windows\System32\dnsext.dll
    1236 svchost.exe          0x73e00000 True   True   True  \Windows\System32\propsys.dll
    1236 svchost.exe          0x75320000 True   True   True  \Windows\System32\KernelBase.dll
    1236 svchost.exe          0x71730000 True   True   True  \Windows\System32\cryptsvc.dll
    1236 svchost.exe          0x74620000 True   True   True  \Windows\System32\winnsi.dll
    1236 svchost.exe          0x75030000 True   True   True  \Windows\System32\winsta.dll
    1236 svchost.exe          0x74550000 True   True   True  \Windows\System32\dhcpcsvc.dll
    1236 svchost.exe          0x76340000 True   True   True  \Windows\System32\sechost.dll
    1236 svchost.exe          0x750e0000 True   True   True  \Windows\System32\msasn1.dll
    1236 svchost.exe          0x75070000 True   True   True  \Windows\System32\profapi.dll
    1236 svchost.exe          0x76f20000 True   True   True  \Windows\System32\ntdll.dll
    1236 svchost.exe          0x76da0000 True   True   True  \Windows\System32\imm32.dll
    1236 svchost.exe          0x72490000 True   True   True  \Windows\System32\esent.dll
    1236 svchost.exe          0x74890000 True   True   True  \Windows\System32\rsaenh.dll
    1236 svchost.exe          0x74aa0000 True   True   True  \Windows\System32\wship6.dll
    1236 svchost.exe          0x75200000 True   True   True  \Windows\System32\crypt32.dll
    1236 svchost.exe          0x74c90000 True   True   True  \Windows\System32\wevtapi.dll
    1236 svchost.exe          0x770c0000 True   True   True  \Windows\System32\oleaut32.dll
    1236 svchost.exe          0x6d4d0000 True   True   True  \Windows\System32\msxml3.dll
    1236 svchost.exe          0x76470000 True   True   True  \Windows\System32\kernel32.dll
    1236 svchost.exe          0x74570000 True   True   True  \Windows\System32\wtsapi32.dll
    1236 svchost.exe          0x768a0000 True   True   True  \Windows\System32\gdi32.dll
    1236 svchost.exe          0x714f0000 True   True   True  \Windows\System32\nlasvc.dll
    1236 svchost.exe          0x73f00000 True   True   True  \Windows\System32\samlib.dll
    1236 svchost.exe          0x01910000 False  False  False \Windows\System32\en-US\KernelBase.dll.mui
    1236 svchost.exe          0x76ad0000 True   True   True  \Windows\System32\user32.dll
    1388 spoolsv.exe          0x739c0000 True   True   True  \Windows\System32\powrprof.dll
    1388 spoolsv.exe          0x00790000 False  False  False \Windows\System32\msxml6r.dll
    1388 spoolsv.exe          0x70d30000 True   True   True  \Windows\System32\netprofm.dll
    1388 spoolsv.exe          0x70740000 True   True   True  \Windows\System32\npmproxy.dll
    1388 spoolsv.exe          0x00c30000 True   False  True  \Windows\System32\spoolsv.exe
    1388 spoolsv.exe          0x75440000 True   True   True  \Windows\System32\msvcrt.dll
    1388 spoolsv.exe          0x74570000 True   True   True  \Windows\System32\wtsapi32.dll
    1388 spoolsv.exe          0x6ff80000 True   True   True  \Windows\System32\inetpp.dll
    1388 spoolsv.exe          0x76ba0000 True   True   True  \Windows\System32\setupapi.dll
    1388 spoolsv.exe          0x76630000 True   True   True  \Windows\System32\ws2_32.dll
    1388 spoolsv.exe          0x75120000 True   True   True  \Windows\System32\devobj.dll
    1388 spoolsv.exe          0x74fc0000 True   True   True  \Windows\System32\cryptbase.dll
    1388 spoolsv.exe          0x76a30000 True   True   True  \Windows\System32\usp10.dll
    1388 spoolsv.exe          0x751d0000 True   True   True  \Windows\System32\cfgmgr32.dll
    1388 spoolsv.exe          0x70340000 True   True   True  \Windows\System32\tcpmon.dll
    1388 spoolsv.exe          0x75060000 True   True   True  \Windows\System32\RpcRtRemote.dll
    1388 spoolsv.exe          0x74f30000 True   True   True  \Windows\System32\secur32.dll
    1388 spoolsv.exe          0x73000000 True   True   True  \Windows\System32\FWPUCLNT.DLL
    1388 spoolsv.exe          0x769a0000 True   True   True  \Windows\System32\clbcatq.dll
    1388 spoolsv.exe          0x70040000 True   True   True  \Windows\System32\fdPnp.dll
    1388 spoolsv.exe          0x70150000 True   True   True  \Windows\System32\WlS0WndH.dll
    1388 spoolsv.exe          0x74630000 True   True   True  \Windows\System32\IPHLPAPI.DLL
    1388 spoolsv.exe          0x733d0000 True   True   True  \Windows\System32\atl.dll
    1388 spoolsv.exe          0x74650000 True   True   True  \Windows\System32\version.dll
    1388 spoolsv.exe          0x74620000 True   True   True  \Windows\System32\winnsi.dll
    1388 spoolsv.exe          0x74eb0000 True   True   True  \Windows\System32\srvcli.dll
    1388 spoolsv.exe          0x73770000 True   True   True  \Windows\System32\netutils.dll
    1388 spoolsv.exe          0x76ad0000 True   True   True  \Windows\System32\user32.dll
    1388 spoolsv.exe          0x76460000 True   True   True  \Windows\System32\nsi.dll
    1388 spoolsv.exe          0x734a0000 True   True   True  \Windows\System32\nlaapi.dll
    1388 spoolsv.exe          0x76dc0000 True   True   True  \Windows\System32\ole32.dll
    1388 spoolsv.exe          0x746b0000 True   True   True  \Windows\System32\gpapi.dll
    1388 spoolsv.exe          0x704c0000 True   True   True  \Windows\System32\spoolss.dll
    1388 spoolsv.exe          0x746d0000 True   True   True  \Windows\System32\userenv.dll
    1388 spoolsv.exe          0x700e0000 True   True   True  \Windows\System32\WSDMon.dll
    1388 spoolsv.exe          0x76670000 True   True   True  \Windows\System32\rpcrt4.dll
    1388 spoolsv.exe          0x732f0000 True   True   True  \Windows\System32\slc.dll
    1388 spoolsv.exe          0x75030000 True   True   True  \Windows\System32\winsta.dll
    1388 spoolsv.exe          0x70900000 True   True   True  \Windows\System32\rasadhlp.dll
    1388 spoolsv.exe          0x71310000 True   True   True  \Windows\System32\fundisc.dll
    1388 spoolsv.exe          0x77060000 True   True   True  \Windows\System32\lpk.dll
    1388 spoolsv.exe          0x70380000 True   True   True  \Windows\System32\PrintIsolationProxy.dll
    1388 spoolsv.exe          0x74790000 True   True   True  \Windows\System32\credssp.dll
    1388 spoolsv.exe          0x70330000 True   True   True  \Windows\System32\snmpapi.dll
    1388 spoolsv.exe          0x74970000 True   True   True  \Windows\System32\dnsapi.dll
    1388 spoolsv.exe          0x74540000 True   True   True  \Windows\System32\WSHTCPIP.DLL
    1388 spoolsv.exe          0x74ab0000 True   True   True  \Windows\System32\mswsock.dll
    1388 spoolsv.exe          0x74f50000 True   True   True  \Windows\System32\sspicli.dll
    1388 spoolsv.exe          0x750e0000 True   True   True  \Windows\System32\msasn1.dll
    1388 spoolsv.exe          0x744c0000 True   True   True  \Windows\System32\FirewallAPI.dll
    1388 spoolsv.exe          0x70370000 True   True   True  \Windows\System32\FXSMON.dll
    1388 spoolsv.exe          0x768f0000 True   True   True  \Windows\System32\advapi32.dll
    1388 spoolsv.exe          0x70320000 True   True   True  \Windows\System32\wsnmp32.dll
    1388 spoolsv.exe          0x70390000 True   True   True  \Windows\System32\winspool.drv
    1388 spoolsv.exe          0x6fda0000 True   True   True  \Windows\System32\cscapi.dll
    1388 spoolsv.exe          0x6ffb0000 True   True   True  \Windows\System32\win32spl.dll
    1388 spoolsv.exe          0x75320000 True   True   True  \Windows\System32\KernelBase.dll
    1388 spoolsv.exe          0x713f0000 True   True   True  \Windows\System32\webservices.dll
    1388 spoolsv.exe          0x71530000 True   True   True  \Windows\System32\WSDApi.dll
    1388 spoolsv.exe          0x703f0000 True   True   True  \Windows\System32\localspl.dll
    1388 spoolsv.exe          0x76550000 True   True   True  \Windows\System32\shlwapi.dll
    1388 spoolsv.exe          0x75200000 True   True   True  \Windows\System32\crypt32.dll
    1388 spoolsv.exe          0x70190000 True   True   True  \Windows\System32\usbmon.dll
    1388 spoolsv.exe          0x70a20000 True   True   True  \Windows\System32\msxml6.dll
    1388 spoolsv.exe          0x70030000 True   True   True  \Windows\System32\spool\prtprocs\w32x86\winprint.dll
    1388 spoolsv.exe          0x75070000 True   True   True  \Windows\System32\profapi.dll
    1388 spoolsv.exe          0x746f0000 True   True   True  \Windows\System32\SPInf.dll
    1388 spoolsv.exe          0x74870000 True   True   True  \Windows\System32\devrtl.dll
    1388 spoolsv.exe          0x76f20000 True   True   True  \Windows\System32\ntdll.dll
    1388 spoolsv.exe          0x74af0000 True   True   True  \Windows\System32\cryptsp.dll
    1388 spoolsv.exe          0x74890000 True   True   True  \Windows\System32\rsaenh.dll
    1388 spoolsv.exe          0x01ea0000 False  False  False \Windows\System32\en-US\KernelBase.dll.mui
    1388 spoolsv.exe          0x704b0000 True   True   True  \Windows\System32\umb.dll
    1388 spoolsv.exe          0x770c0000 True   True   True  \Windows\System32\oleaut32.dll
    1388 spoolsv.exe          0x76470000 True   True   True  \Windows\System32\kernel32.dll
    1388 spoolsv.exe          0x76340000 True   True   True  \Windows\System32\sechost.dll
    1388 spoolsv.exe          0x768a0000 True   True   True  \Windows\System32\gdi32.dll
    1388 spoolsv.exe          0x750f0000 True   True   True  \Windows\System32\wintrust.dll
    1388 spoolsv.exe          0x74aa0000 True   True   True  \Windows\System32\wship6.dll
    1388 spoolsv.exe          0x73300000 True   True   True  \Windows\System32\dsrole.dll
    1388 spoolsv.exe          0x76da0000 True   True   True  \Windows\System32\imm32.dll
    1388 spoolsv.exe          0x75370000 True   True   True  \Windows\System32\msctf.dll
    1424 svchost.exe          0x71820000 True   True   True  \Windows\System32\BFE.DLL
    1424 svchost.exe          0x002c0000 False  False  False \Windows\System32\en-US\FirewallAPI.dll.mui
    1424 svchost.exe          0x77070000 True   True   True  \Windows\System32\Wldap32.dll
    1424 svchost.exe          0x76340000 True   True   True  \Windows\System32\sechost.dll
    1424 svchost.exe          0x70d30000 True   True   True  \Windows\System32\netprofm.dll
    1424 svchost.exe          0x71760000 True   True   True  \Windows\System32\wshqos.dll
    1424 svchost.exe          0x74570000 True   True   True  \Windows\System32\wtsapi32.dll
    1424 svchost.exe          0x76630000 True   True   True  \Windows\System32\ws2_32.dll
    1424 svchost.exe          0x76dc0000 True   True   True  \Windows\System32\ole32.dll
    1424 svchost.exe          0x74fc0000 True   True   True  \Windows\System32\cryptbase.dll
    1424 svchost.exe          0x76a30000 True   True   True  \Windows\System32\usp10.dll
    1424 svchost.exe          0x751d0000 True   True   True  \Windows\System32\cfgmgr32.dll
    1424 svchost.exe          0x72fe0000 True   True   True  \Windows\System32\dhcpcsvc6.dll
    1424 svchost.exe          0x75060000 True   True   True  \Windows\System32\RpcRtRemote.dll
    1424 svchost.exe          0x745f0000 True   True   True  \Windows\System32\ntmarta.dll
    1424 svchost.exe          0x73000000 True   True   True  \Windows\System32\FWPUCLNT.DLL
    1424 svchost.exe          0x76f20000 True   True   True  \Windows\System32\ntdll.dll
    1424 svchost.exe          0x70740000 True   True   True  \Windows\System32\npmproxy.dll
    1424 svchost.exe          0x74630000 True   True   True  \Windows\System32\IPHLPAPI.DLL
    1424 svchost.exe          0x75440000 True   True   True  \Windows\System32\msvcrt.dll
    1424 svchost.exe          0x74650000 True   True   True  \Windows\System32\version.dll
    1424 svchost.exe          0x74c60000 True   True   True  \Windows\System32\authz.dll
    1424 svchost.exe          0x76670000 True   True   True  \Windows\System32\rpcrt4.dll
    1424 svchost.exe          0x76460000 True   True   True  \Windows\System32\nsi.dll
    1424 svchost.exe          0x74f50000 True   True   True  \Windows\System32\sspicli.dll
    1424 svchost.exe          0x734a0000 True   True   True  \Windows\System32\nlaapi.dll
    1424 svchost.exe          0x71720000 True   True   True  \Windows\System32\wfapigp.dll
    1424 svchost.exe          0x746b0000 True   True   True  \Windows\System32\gpapi.dll
    1424 svchost.exe          0x744c0000 True   True   True  \Windows\System32\FirewallAPI.dll
    1424 svchost.exe          0x746d0000 True   True   True  \Windows\System32\userenv.dll
    1424 svchost.exe          0x708e0000 True   True   True  \Windows\System32\wdi.dll
    1424 svchost.exe          0x716f0000 True   True   True  \Windows\System32\dps.dll
    1424 svchost.exe          0x6f2f0000 True   True   True  \Windows\System32\radardt.dll
    1424 svchost.exe          0x77060000 True   True   True  \Windows\System32\lpk.dll
    1424 svchost.exe          0x74790000 True   True   True  \Windows\System32\credssp.dll
    1424 svchost.exe          0x74f30000 True   True   True  \Windows\System32\secur32.dll
    1424 svchost.exe          0x74540000 True   True   True  \Windows\System32\WSHTCPIP.DLL
    1424 svchost.exe          0x74ab0000 True   True   True  \Windows\System32\mswsock.dll
    1424 svchost.exe          0x73350000 True   True   True  \Windows\System32\taskschd.dll
    1424 svchost.exe          0x73160000 True   True   True  \Windows\System32\pnpts.dll
    1424 svchost.exe          0x75370000 True   True   True  \Windows\System32\msctf.dll
    1424 svchost.exe          0x768f0000 True   True   True  \Windows\System32\advapi32.dll
    1424 svchost.exe          0x71790000 True   True   True  \Windows\System32\MPSSVC.dll
    1424 svchost.exe          0x76550000 True   True   True  \Windows\System32\shlwapi.dll
    1424 svchost.exe          0x75320000 True   True   True  \Windows\System32\KernelBase.dll
    1424 svchost.exe          0x74c00000 True   True   True  \Windows\System32\bcrypt.dll
    1424 svchost.exe          0x732f0000 True   True   True  \Windows\System32\slc.dll
    1424 svchost.exe          0x74620000 True   True   True  \Windows\System32\winnsi.dll
    1424 svchost.exe          0x75030000 True   True   True  \Windows\System32\winsta.dll
    1424 svchost.exe          0x74680000 True   True   True  \Windows\System32\pcwum.dll
    1424 svchost.exe          0x74550000 True   True   True  \Windows\System32\dhcpcsvc.dll
    1424 svchost.exe          0x75070000 True   True   True  \Windows\System32\profapi.dll
    1424 svchost.exe          0x70680000 True   True   True  \Windows\System32\wdiasqmmodule.dll
    1424 svchost.exe          0x74af0000 True   True   True  \Windows\System32\cryptsp.dll
    1424 svchost.exe          0x74890000 True   True   True  \Windows\System32\rsaenh.dll
    1424 svchost.exe          0x74aa0000 True   True   True  \Windows\System32\wship6.dll
    1424 svchost.exe          0x770c0000 True   True   True  \Windows\System32\oleaut32.dll
    1424 svchost.exe          0x72cd0000 True   True   True  \Windows\System32\ktmw32.dll
    1424 svchost.exe          0x76470000 True   True   True  \Windows\System32\kernel32.dll
    1424 svchost.exe          0x768a0000 True   True   True  \Windows\System32\gdi32.dll
    1424 svchost.exe          0x769a0000 True   True   True  \Windows\System32\clbcatq.dll
    1424 svchost.exe          0x76da0000 True   True   True  \Windows\System32\imm32.dll
    1424 svchost.exe          0x00510000 True   False  True  \Windows\System32\svchost.exe
    1424 svchost.exe          0x76ad0000 True   True   True  \Windows\System32\user32.dll
    1540 svchost.exe          0x715b0000 True   True   True  \Windows\System32\FDResPub.dll
    1540 svchost.exe          0x00510000 True   False  True  \Windows\System32\svchost.exe
    1540 svchost.exe          0x77070000 True   True   True  \Windows\System32\Wldap32.dll
    1540 svchost.exe          0x76340000 True   True   True  \Windows\System32\sechost.dll
    1540 svchost.exe          0x71530000 True   True   True  \Windows\System32\WSDApi.dll
    1540 svchost.exe          0x73760000 True   True   True  \Windows\System32\wkscli.dll
    1540 svchost.exe          0x70b80000 True   True   True  \Windows\System32\httpapi.dll
    1540 svchost.exe          0x76630000 True   True   True  \Windows\System32\ws2_32.dll
    1540 svchost.exe          0x76dc0000 True   True   True  \Windows\System32\ole32.dll
    1540 svchost.exe          0x74fc0000 True   True   True  \Windows\System32\cryptbase.dll
    1540 svchost.exe          0x76a30000 True   True   True  \Windows\System32\usp10.dll
    1540 svchost.exe          0x72fe0000 True   True   True  \Windows\System32\dhcpcsvc6.dll
    1540 svchost.exe          0x75060000 True   True   True  \Windows\System32\RpcRtRemote.dll
    1540 svchost.exe          0x739f0000 True   True   True  \Windows\System32\xmllite.dll
    1540 svchost.exe          0x76f20000 True   True   True  \Windows\System32\ntdll.dll
    1540 svchost.exe          0x71340000 True   True   True  \Windows\System32\webio.dll
    1540 svchost.exe          0x74630000 True   True   True  \Windows\System32\IPHLPAPI.DLL
    1540 svchost.exe          0x75440000 True   True   True  \Windows\System32\msvcrt.dll
    1540 svchost.exe          0x74650000 True   True   True  \Windows\System32\version.dll
    1540 svchost.exe          0x74620000 True   True   True  \Windows\System32\winnsi.dll
    1540 svchost.exe          0x71c60000 True   True   True  \Windows\System32\ssdpsrv.dll
    1540 svchost.exe          0x76670000 True   True   True  \Windows\System32\rpcrt4.dll
    1540 svchost.exe          0x76460000 True   True   True  \Windows\System32\nsi.dll
    1540 svchost.exe          0x768a0000 True   True   True  \Windows\System32\gdi32.dll
    1540 svchost.exe          0x74ab0000 True   True   True  \Windows\System32\mswsock.dll
    1540 svchost.exe          0x744c0000 True   True   True  \Windows\System32\FirewallAPI.dll
    1540 svchost.exe          0x6fad0000 True   True   True  \Windows\System32\FntCache.dll
    1540 svchost.exe          0x77060000 True   True   True  \Windows\System32\lpk.dll
    1540 svchost.exe          0x74af0000 True   True   True  \Windows\System32\cryptsp.dll
    1540 svchost.exe          0x71760000 True   True   True  \Windows\System32\wshqos.dll
    1540 svchost.exe          0x74790000 True   True   True  \Windows\System32\credssp.dll
    1540 svchost.exe          0x74f30000 True   True   True  \Windows\System32\secur32.dll
    1540 svchost.exe          0x74540000 True   True   True  \Windows\System32\WSHTCPIP.DLL
    1540 svchost.exe          0x74f50000 True   True   True  \Windows\System32\sspicli.dll
    1540 svchost.exe          0x745f0000 True   True   True  \Windows\System32\ntmarta.dll
    1540 svchost.exe          0x73770000 True   True   True  \Windows\System32\netutils.dll
    1540 svchost.exe          0x768f0000 True   True   True  \Windows\System32\advapi32.dll
    1540 svchost.exe          0x71390000 True   True   True  \Windows\System32\winhttp.dll
    1540 svchost.exe          0x76550000 True   True   True  \Windows\System32\shlwapi.dll
    1540 svchost.exe          0x003b0000 False  False  False \Windows\System32\msxml6r.dll
    1540 svchost.exe          0x75320000 True   True   True  \Windows\System32\KernelBase.dll
    1540 svchost.exe          0x733d0000 True   True   True  \Windows\System32\atl.dll
    1540 svchost.exe          0x713f0000 True   True   True  \Windows\System32\webservices.dll
    1540 svchost.exe          0x71310000 True   True   True  \Windows\System32\fundisc.dll
    1540 svchost.exe          0x70a20000 True   True   True  \Windows\System32\msxml6.dll
    1540 svchost.exe          0x74550000 True   True   True  \Windows\System32\dhcpcsvc.dll
    1540 svchost.exe          0x76470000 True   True   True  \Windows\System32\kernel32.dll
    1540 svchost.exe          0x74680000 True   True   True  \Windows\System32\pcwum.dll
    1540 svchost.exe          0x74890000 True   True   True  \Windows\System32\rsaenh.dll
    1540 svchost.exe          0x74aa0000 True   True   True  \Windows\System32\wship6.dll
    1540 svchost.exe          0x770c0000 True   True   True  \Windows\System32\oleaut32.dll
    1540 svchost.exe          0x72cd0000 True   True   True  \Windows\System32\ktmw32.dll
